Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""sedekah online/verifikasi gagal bernoasi beda dua digit nomor hp""), ""GAGAL Diproses, 2 Digit Terakhir No Handphone yang anda input salah!"")",Firefox 117.0,,,2023-09-29 13:53:26,2023-09-29 13:53:27,0.648s,PASSED
,,,,,,,
Test Cases/T05 - Sedekah Online/TC-SO-004,Firefox 117.0,user melakukan sedekah online namun menginputkan email tanpa menggunakan domain,,2023-09-29 13:53:27,2023-09-29 13:53:51,23.647s,PASSED
openBrowser(urlWeb),Firefox 117.0,,,2023-09-29 13:53:29,2023-09-29 13:53:39,9.980s,PASSED
maximizeWindow(),Firefox 117.0,,,2023-09-29 13:53:39,2023-09-29 13:53:39,0.068s,PASSED
"verifyElementPresent(findTestObject(""verifikasi masuk website tajalapk""), 0)",Firefox 117.0,,,2023-09-29 13:53:39,2023-09-29 13:53:39,0.530s,PASSED
"click(findTestObject(""sedekah online/a_Donasi (di halaman utama)""))",Firefox 117.0,,,2023-09-29 13:53:39,2023-09-29 13:53:40,0.471s,PASSED
"click(findTestObject(""sedekah online/a_Sedekah Online""))",Firefox 117.0,,,2023-09-29 13:53:40,2023-09-29 13:53:41,1.126s,PASSED
"verifyElementPresent(findTestObject(""sedekah online/verifikasi halaman sedekah Online""), 0)",Firefox 117.0,,,2023-09-29 13:53:41,2023-09-29 13:53:42,0.633s,PASSED
"setText(findTestObject(""sedekah online/input_Sedekah""), NominalSedekah)",Firefox 117.0,,,2023-09-29 13:53:42,2023-09-29 13:53:42,0.754s,PASSED
"setText(findTestObject(""sedekah online/input_Nama lengkap (di sedekah online)""), namaLengkap)",Firefox 117.0,,,2023-09-29 13:53:42,2023-09-29 13:53:44,1.086s,PASSED
"setText(findTestObject(""sedekah online/input_No Handphone (di sedekah online)""), noHp)",Firefox 117.0,,,2023-09-29 13:53:44,2023-09-29 13:53:45,1.081s,PASSED
"setText(findTestObject(""sedekah online/input_Alamat Email (di sedekah online)""), email)",Firefox 117.0,,,2023-09-29 13:53:45,2023-09-29 13:53:45,0.803s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/dropdown metode pembayaraan""), pembayaran, false)",Firefox 117.0,,,2023-09-29 13:53:45,2023-09-29 13:53:46,1.018s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/sedekah ditunjukan untuk keluarga""), sedekahUntuk, false)",Firefox 117.0,,,2023-09-29 13:53:46,2023-09-29 13:53:47,0.907s,PASSED
"setText(findTestObject(""sedekah online/input isi doa terbaik anda""), doa)",Firefox 117.0,,,2023-09-29 13:53:47,2023-09-29 13:53:48,1.077s,PASSED
"setText(findTestObject(""sedekah online/input 2 digit terakhir nomor hp""), digitAkhir)",Firefox 117.0,,,2023-09-29 13:53:48,2023-09-29 13:53:49,0.979s,PASSED
"click(findTestObject(""sedekah online/button_Sedekah Sekarang""))",Firefox 117.0,,,2023-09-29 13:53:49,2023-09-29 13:53:50,0.829s,PASSED
webDriver = getWebDriver(),Firefox 117.0,,,2023-09-29 13:53:50,2023-09-29 13:53:50,0.078s,PASSED
"field_email = webDriver.findElement(By.xpath(""//input[@name=""alamat_email""]""))",Firefox 117.0,,,2023-09-29 13:53:50,2023-09-29 13:53:51,0.382s,PASSED
"error_message = webDriver.executeScript(""return arguments[0].validationMessage"", field_email)",Firefox 117.0,,,2023-09-29 13:53:51,2023-09-29 13:53:51,0.037s,PASSED
println(error_message),Firefox 117.0,,,2023-09-29 13:53:51,2023-09-29 13:53:51,0.014s,PASSED
"assert error_message == ""Please enter an email address.""",Firefox 117.0,,,2023-09-29 13:53:51,2023-09-29 13:53:51,0.003s,PASSED
,,,,,,,
Test Cases/T05 - Sedekah Online/TC-SO-005,Firefox 117.0,user melakukan sedekah online namun saat input no handphone user menginputkan nomor handphone kurang dari 11 digit,,2023-09-29 13:53:51,2023-09-29 13:54:19,27.828s,FAILED
openBrowser(urlWeb),Firefox 117.0,,,2023-09-29 13:53:52,2023-09-29 13:54:04,12.198s,PASSED
maximizeWindow(),Firefox 117.0,,,2023-09-29 13:54:04,2023-09-29 13:54:04,0.047s,PASSED
"verifyElementPresent(findTestObject(""verifikasi masuk website tajalapk""), 0)",Firefox 117.0,,,2023-09-29 13:54:04,2023-09-29 13:54:05,0.662s,PASSED
"click(findTestObject(""sedekah online/a_Donasi (di halaman utama)""))",Firefox 117.0,,,2023-09-29 13:54:05,2023-09-29 13:54:06,0.758s,PASSED
"click(findTestObject(""sedekah online/a_Sedekah Online""))",Firefox 117.0,,,2023-09-29 13:54:06,2023-09-29 13:54:07,1.312s,PASSED
"verifyElementPresent(findTestObject(""sedekah online/verifikasi halaman sedekah Online""), 0)",Firefox 117.0,,,2023-09-29 13:54:07,2023-09-29 13:54:08,0.587s,PASSED
"setText(findTestObject(""sedekah online/input_Sedekah""), NominalSedekah)",Firefox 117.0,,,2023-09-29 13:54:08,2023-09-29 13:54:09,0.930s,PASSED
"setText(findTestObject(""sedekah online/input_Nama lengkap (di sedekah online)""), namaLengkap)",Firefox 117.0,,,2023-09-29 13:54:09,2023-09-29 13:54:10,1.154s,PASSED
"setText(findTestObject(""sedekah online/input_No Handphone (di sedekah online)""), noHp)",Firefox 117.0,,,2023-09-29 13:54:10,2023-09-29 13:54:11,1.264s,PASSED
"setText(findTestObject(""sedekah online/input_Alamat Email (di sedekah online)""), email)",Firefox 117.0,,,2023-09-29 13:54:11,2023-09-29 13:54:12,0.911s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/dropdown metode pembayaraan""), pembayaran, false)",Firefox 117.0,,,2023-09-29 13:54:12,2023-09-29 13:54:13,0.926s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/sedekah ditunjukan untuk keluarga""), sedekahUntuk, false)",Firefox 117.0,,,2023-09-29 13:54:13,2023-09-29 13:54:14,0.997s,PASSED
"setText(findTestObject(""sedekah online/input isi doa terbaik anda""), doa)",Firefox 117.0,,,2023-09-29 13:54:14,2023-09-29 13:54:15,1.270s,PASSED
"setText(findTestObject(""sedekah online/input 2 digit terakhir nomor hp""), digitAkhir)",Firefox 117.0,,,2023-09-29 13:54:15,2023-09-29 13:54:16,0.788s,PASSED
"click(findTestObject(""sedekah online/button_Sedekah Sekarang""))",Firefox 117.0,,,2023-09-29 13:54:16,2023-09-29 13:54:17,1.383s,PASSED
"verifyTextPresent(""please enter an valid phone number"", false)",Firefox 117.0,,,2023-09-29 13:54:17,2023-09-29 13:54:19,1.271s,FAILED
,,,,,,,
Test Cases/T05 - Sedekah Online/TC-SO-006,Firefox 117.0,user melakukan sedekah online namun saat input no handphone user menginputkan nomor handphone lebih dari 13 digit,,2023-09-29 13:54:19,2023-09-29 13:54:42,23.404s,FAILED
openBrowser(urlWeb),Firefox 117.0,,,2023-09-29 13:54:20,2023-09-29 13:54:29,8.790s,PASSED
maximizeWindow(),Firefox 117.0,,,2023-09-29 13:54:29,2023-09-29 13:54:29,0.056s,PASSED
"verifyElementPresent(findTestObject(""verifikasi masuk website tajalapk""), 0)",Firefox 117.0,,,2023-09-29 13:54:29,2023-09-29 13:54:29,0.453s,PASSED
"click(findTestObject(""sedekah online/a_Donasi (di halaman utama)""))",Firefox 117.0,,,2023-09-29 13:54:29,2023-09-29 13:54:30,0.583s,PASSED
"click(findTestObject(""sedekah online/a_Sedekah Online""))",Firefox 117.0,,,2023-09-29 13:54:30,2023-09-29 13:54:31,1.355s,PASSED
"verifyElementPresent(findTestObject(""sedekah online/verifikasi halaman sedekah Online""), 0)",Firefox 117.0,,,2023-09-29 13:54:31,2023-09-29 13:54:32,0.628s,PASSED
"setText(findTestObject(""sedekah online/input_Sedekah""), NominalSedekah)",Firefox 117.0,,,2023-09-29 13:54:32,2023-09-29 13:54:33,0.817s,PASSED
"setText(findTestObject(""sedekah online/input_Nama lengkap (di sedekah online)""), namaLengkap)",Firefox 117.0,,,2023-09-29 13:54:33,2023-09-29 13:54:34,1.104s,PASSED
"setText(findTestObject(""sedekah online/input_No Handphone (di sedekah online)""), noHp)",Firefox 117.0,,,2023-09-29 13:54:34,2023-09-29 13:54:35,1.066s,PASSED
"setText(findTestObject(""sedekah online/input_Alamat Email (di sedekah online)""), email)",Firefox 117.0,,,2023-09-29 13:54:35,2023-09-29 13:54:36,0.901s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/dropdown metode pembayaraan""), pembayaran, false)",Firefox 117.0,,,2023-09-29 13:54:36,2023-09-29 13:54:37,1.163s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/sedekah ditunjukan untuk keluarga""), sedekahUntuk, false)",Firefox 117.0,,,2023-09-29 13:54:37,2023-09-29 13:54:38,0.776s,PASSED
"setText(findTestObject(""sedekah online/input isi doa terbaik anda""), doa)",Firefox 117.0,,,2023-09-29 13:54:38,2023-09-29 13:54:39,1.028s,PASSED
"setText(findTestObject(""sedekah online/input 2 digit terakhir nomor hp""), digitAkhir)",Firefox 117.0,,,2023-09-29 13:54:39,2023-09-29 13:54:40,0.994s,PASSED
"click(findTestObject(""sedekah online/button_Sedekah Sekarang""))",Firefox 117.0,,,2023-09-29 13:54:40,2023-09-29 13:54:41,1.159s,PASSED
"verifyTextPresent(""please enter an valid phone number"", false)",Firefox 117.0,,,2023-09-29 13:54:41,2023-09-29 13:54:42,1.264s,FAILED
,,,,,,,
Test Cases/T05 - Sedekah Online/TC-SO-007,Firefox 117.0,User melakukan sedekah online namun saat input nomor handphone atau dua digit terakhir nomor handphone mengandung karakter spesial,,2023-09-29 13:54:42,2023-09-29 13:55:09,26.358s,PASSED
openBrowser(urlWeb),Firefox 117.0,,,2023-09-29 13:54:43,2023-09-29 13:54:56,12.349s,PASSED
maximizeWindow(),Firefox 117.0,,,2023-09-29 13:54:56,2023-09-29 13:54:56,0.066s,PASSED
"verifyElementPresent(findTestObject(""verifikasi masuk website tajalapk""), 0)",Firefox 117.0,,,2023-09-29 13:54:56,2023-09-29 13:54:56,0.754s,PASSED
"click(findTestObject(""sedekah online/a_Donasi (di halaman utama)""))",Firefox 117.0,,,2023-09-29 13:54:56,2023-09-29 13:54:57,0.736s,PASSED
"click(findTestObject(""sedekah online/a_Sedekah Online""))",Firefox 117.0,,,2023-09-29 13:54:57,2023-09-29 13:54:59,1.574s,PASSED
"verifyElementPresent(findTestObject(""sedekah online/verifikasi halaman sedekah Online""), 0)",Firefox 117.0,,,2023-09-29 13:54:59,2023-09-29 13:54:59,0.605s,PASSED
"setText(findTestObject(""sedekah online/input_Sedekah""), NominalSedekah)",Firefox 117.0,,,2023-09-29 13:54:59,2023-09-29 13:55:00,0.735s,PASSED
"setText(findTestObject(""sedekah online/input_Nama lengkap (di sedekah online)""), namaLengkap)",Firefox 117.0,,,2023-09-29 13:55:00,2023-09-29 13:55:01,1.017s,PASSED
"setText(findTestObject(""sedekah online/input_No Handphone (di sedekah online)""), noHp)",Firefox 117.0,,,2023-09-29 13:55:01,2023-09-29 13:55:02,1.065s,PASSED
"setText(findTestObject(""sedekah online/input_Alamat Email (di sedekah online)""), email)",Firefox 117.0,,,2023-09-29 13:55:02,2023-09-29 13:55:03,0.950s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/dropdown metode pembayaraan""), pembayaran, false)",Firefox 117.0,,,2023-09-29 13:55:03,2023-09-29 13:55:04,1.062s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/sedekah ditunjukan untuk keluarga""), sedekahUntuk, false)",Firefox 117.0,,,2023-09-29 13:55:04,2023-09-29 13:55:05,0.986s,PASSED
"setText(findTestObject(""sedekah online/input isi doa terbaik anda""), doa)",Firefox 117.0,,,2023-09-29 13:55:05,2023-09-29 13:55:06,1.093s,PASSED
"setText(findTestObject(""sedekah online/input 2 digit terakhir nomor hp""), digitAkhir)",Firefox 117.0,,,2023-09-29 13:55:06,2023-09-29 13:55:07,1.146s,PASSED
"click(findTestObject(""sedekah online/button_Sedekah Sekarang""))",Firefox 117.0,,,2023-09-29 13:55:07,2023-09-29 13:55:08,0.932s,PASSED
webDriver = getWebDriver(),Firefox 117.0,,,2023-09-29 13:55:08,2023-09-29 13:55:08,0.005s,PASSED
"field_nomor = webDriver.findElement(By.xpath(""//input[@name=""validasi""]""))",Firefox 117.0,,,2023-09-29 13:55:08,2023-09-29 13:55:09,0.298s,PASSED
"error_message = webDriver.executeScript(""return arguments[0].validationMessage"", field_nomor)",Firefox 117.0,,,2023-09-29 13:55:09,2023-09-29 13:55:09,0.016s,PASSED
println(error_message),Firefox 117.0,,,2023-09-29 13:55:09,2023-09-29 13:55:09,0.004s,PASSED
"assert error_message == ""Please select a valid value. The two nearest valid values are 0 and 1.""",Firefox 117.0,,,2023-09-29 13:55:09,2023-09-29 13:55:09,0.001s,PASSED
,,,,,,,
Test Cases/T05 - Sedekah Online/TC-SO-008,Firefox 117.0,User mengosongkan satu atau lebih inputan saat akan melakukan sedekah online,,2023-09-29 13:55:09,2023-09-29 13:55:32,23.056s,PASSED
openBrowser(urlWeb),Firefox 117.0,,,2023-09-29 13:55:10,2023-09-29 13:55:20,9.703s,PASSED
maximizeWindow(),Firefox 117.0,,,2023-09-29 13:55:20,2023-09-29 13:55:20,0.037s,PASSED
"verifyElementPresent(findTestObject(""verifikasi masuk website tajalapk""), 0)",Firefox 117.0,,,2023-09-29 13:55:20,2023-09-29 13:55:21,0.535s,PASSED
"click(findTestObject(""sedekah online/a_Donasi (di halaman utama)""))",Firefox 117.0,,,2023-09-29 13:55:21,2023-09-29 13:55:21,0.586s,PASSED
"click(findTestObject(""sedekah online/a_Sedekah Online""))",Firefox 117.0,,,2023-09-29 13:55:21,2023-09-29 13:55:23,1.201s,PASSED
"verifyElementPresent(findTestObject(""sedekah online/verifikasi halaman sedekah Online""), 0)",Firefox 117.0,,,2023-09-29 13:55:23,2023-09-29 13:55:23,0.610s,PASSED
"setText(findTestObject(""sedekah online/input_Sedekah""), NominalSedekah)",Firefox 117.0,,,2023-09-29 13:55:23,2023-09-29 13:55:24,0.996s,PASSED
"setText(findTestObject(""sedekah online/input_No Handphone (di sedekah online)""), noHp)",Firefox 117.0,,,2023-09-29 13:55:24,2023-09-29 13:55:25,1.233s,PASSED
"setText(findTestObject(""sedekah online/input_Alamat Email (di sedekah online)""), email)",Firefox 117.0,,,2023-09-29 13:55:25,2023-09-29 13:55:26,0.889s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/dropdown metode pembayaraan""), pembayaran, false)",Firefox 117.0,,,2023-09-29 13:55:26,2023-09-29 13:55:27,1.102s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/sedekah ditunjukan untuk keluarga""), sedekahUntuk, false)",Firefox 117.0,,,2023-09-29 13:55:27,2023-09-29 13:55:28,1.030s,PASSED
"setText(findTestObject(""sedekah online/input isi doa terbaik anda""), doa)",Firefox 117.0,,,2023-09-29 13:55:28,2023-09-29 13:55:30,1.208s,PASSED
"setText(findTestObject(""sedekah online/input 2 digit terakhir nomor hp""), digitAkhir)",Firefox 117.0,,,2023-09-29 13:55:30,2023-09-29 13:55:31,1.026s,PASSED
"click(findTestObject(""sedekah online/button_Sedekah Sekarang""))",Firefox 117.0,,,2023-09-29 13:55:31,2023-09-29 13:55:32,0.884s,PASSED
webDriber = getWebDriver(),Firefox 117.0,,,2023-09-29 13:55:32,2023-09-29 13:55:32,0.001s,PASSED
"field_nmLengkap = webDriber.findElement(By.xpath(""//input[@name=""nama_lengkap""]""))",Firefox 117.0,,,2023-09-29 13:55:32,2023-09-29 13:55:32,0.266s,PASSED
"error_message = webDriber.executeScript(""return arguments[0].validationMessage"", field_nmLengkap)",Firefox 117.0,,,2023-09-29 13:55:32,2023-09-29 13:55:32,0.024s,PASSED
println(error_message),Firefox 117.0,,,2023-09-29 13:55:32,2023-09-29 13:55:32,0.005s,PASSED
"assert error_message == ""Please fill out this field.""",Firefox 117.0,,,2023-09-29 13:55:32,2023-09-29 13:55:32,0.002s,PASSED
,,,,,,,
Test Cases/T05 - Sedekah Online/TC-SO-009,Firefox 117.0,User melakukan sedekah online dengan menginputkan doa lebih dari 150 karakter,,2023-09-29 13:55:32,2023-09-29 13:55:56,24.136s,FAILED
openBrowser(urlWeb),Firefox 117.0,,,2023-09-29 13:55:34,2023-09-29 13:55:42,8.551s,PASSED
maximizeWindow(),Firefox 117.0,,,2023-09-29 13:55:42,2023-09-29 13:55:42,0.036s,PASSED
"verifyElementPresent(findTestObject(""verifikasi masuk website tajalapk""), 0)",Firefox 117.0,,,2023-09-29 13:55:42,2023-09-29 13:55:43,0.511s,PASSED
"click(findTestObject(""sedekah online/a_Donasi (di halaman utama)""))",Firefox 117.0,,,2023-09-29 13:55:43,2023-09-29 13:55:43,0.631s,PASSED
"verifyElementClickable(findTestObject(""sedekah online/a_Sedekah Online""), STOP_ON_FAILURE)",Firefox 117.0,,,2023-09-29 13:55:43,2023-09-29 13:55:44,0.470s,PASSED
"click(findTestObject(""sedekah online/a_Sedekah Online""))",Firefox 117.0,,,2023-09-29 13:55:44,2023-09-29 13:55:45,1.060s,PASSED
"verifyElementPresent(findTestObject(""sedekah online/verifikasi halaman sedekah Online""), 0)",Firefox 117.0,,,2023-09-29 13:55:45,2023-09-29 13:55:46,0.627s,PASSED
"setText(findTestObject(""sedekah online/input_Sedekah""), NominalSedekah)",Firefox 117.0,,,2023-09-29 13:55:46,2023-09-29 13:55:46,0.825s,PASSED
"setText(findTestObject(""sedekah online/input_Nama lengkap (di sedekah online)""), namaLengkap)",Firefox 117.0,,,2023-09-29 13:55:46,2023-09-29 13:55:47,1.100s,PASSED
"setText(findTestObject(""sedekah online/input_No Handphone (di sedekah online)""), noHp)",Firefox 117.0,,,2023-09-29 13:55:47,2023-09-29 13:55:49,1.031s,PASSED
"setText(findTestObject(""sedekah online/input_Alamat Email (di sedekah online)""), email)",Firefox 117.0,,,2023-09-29 13:55:49,2023-09-29 13:55:49,0.957s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/dropdown metode pembayaraan""), pembayaran, false)",Firefox 117.0,,,2023-09-29 13:55:49,2023-09-29 13:55:51,1.318s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/sedekah online/sedekah ditunjukan untuk keluarga""), sedekahUntuk, false)",Firefox 117.0,,,2023-09-29 13:55:51,2023-09-29 13:55:52,0.957s,PASSED
"setText(findTestObject(""sedekah online/input isi doa terbaik anda""), doa)",Firefox 117.0,,,2023-09-29 13:55:52,2023-09-29 13:55:53,1.325s,PASSED
"setText(findTestObject(""sedekah online/input 2 digit terakhir nomor hp""), digitAkhir)",Firefox 117.0,,,2023-09-29 13:55:53,2023-09-29 13:55:54,0.783s,PASSED
